"date","volume","number","sentences","count","id","likely_pos","sample_type","code"
"1933 05 27",20,2260,"at this writing we have brother dick croft working on recovery in the peninsula hospital, after they decided there was no use in him having a gall that wasn’t workin’ a’tall.",33,"s11901",FALSE,"random",0
"1933 12 02",86,12,"but the work of the committee goes far beyond its supposedly single-minded fight against “compulsory unionism.”",17,"s12671",FALSE,"random",0
"1934 04 07",17,34,"c]j with the present market in such a precarious condition, housewives would do well to take advantage of these offerings.",21,"s4050",FALSE,"random",0
"1934 04 07",21,24,"but a simultaneous 6.7 per cent inflation rate wiped out any increase in purchasing power.",16,"s12201",FALSE,"random",0
"1934 06 09",42,24,"in an editorial appearing in the june issue of the american federationist,” official monthly magazine of the a.",18,"s9349",FALSE,"random",0
"1934 06 09",15,11,"holmberg, representing the james furlong company, manufacturers of cement trays, appeared before the roard in reply to grievance of sheet metal workers no.",23,"s3420",FALSE,"random",0
"1934 06 09",1,5,"the success of the cloakmakers’ union in this fight means sanitary workshops, white labor and fair conditions ; its defeat, sweat shops with their attendant horrors and mongolian labor in the cloakmaking trade.",32,"s54",TRUE,"keyword",1
"1934 06 09",1,5,"the success of the cloakmakers’ union in this fight means sanitary workshops, white labor and fair conditions ; its defeat, sweat shops with their attendant horrors and mongolian labor in the cloakmaking trade.",32,"s54",TRUE,"keyword",1
"1934 07 14",22,8,"when all else fails try chiropractic for references, ask your delegate •14* a week buys new clothes for all the family ’ tk style shop of the missbon aood rf.",29,"s5856",FALSE,"random",0
"1934 12 15",5,16,"niarmaker and his family may have a comfortable living, a pleasant 5— **” fljj.yyittlp of life's happiness, deliberately smokes a chinese or rustem , l.’lmtltv of the grossest heartlessness and cruelty, and through his ■»* to the welfare of hts brother toiler is unworthy of the respect ?",47,"s1398",TRUE,"keyword",0
"1935 02 09",22,8,"/v# / 7/#////sf fl m credit clothes on credit mission, corner 22nd mayerle’s new double vision glasses oanbtae both reading and distance corrections la one lens—have no ugly »earn»—thereby avoiding the annoyance of changing glasses when you wish to soo far or -* mayerle’s glaeaee relieve eye strain, freshen yeur lory and strengthen your eyas.",58,"s5857",FALSE,"random",0
"1935 02 09",25,4,"“w’e looked at a number of alternative locations, including the transbay terminal, but found that the combination of economics, traffic flow, existing investment and shor' lead time available to improve our service in downtown san francisco pointed to the location we have chosen, ” nageotte stated.",46,"s12238",TRUE,"keyword",0
"1935 02 09",25,4,"open shop contractors have contended in the past that their jobs arehome building dips in statethe number of homes and apartments under construction last year in california declined 8.9 percent, bank of america reported.",35,"s12261",FALSE,"random",0
"1935 06 22",19,3,"tveitmoe, recording and corresponding secretary building trades council of san francisco.salt on grapefruitduring the recent sugar shortage the market for florida grapefruit was affected to a degree that led the growers there to suggest the use of salt instead of sugar on grapefruit, i recripened grapefruit, such as begins to come from honda m ecember, is often preferred without any sweetening at all.",64,"s4957",FALSE,"random",0
"1935 07 06",25,52,"""the most effective aid to prevention of industrial sickness, in the absence of workmen’s health insurance laws, now lies in the inclusion of occupational diseases, along with work accidents, in our workmen’s compensation laws.”",36,"s6476",FALSE,"random",0
"1936 02 08",28,20,"much of what labor has long regarded as its inalienable possession is now being torn from it, or will, its adversaries hope, soon be torn from it.",27,"s6430",TRUE,"keyword",0
"1936 02 08",21,46,"gregory said: “the constitution has thrown around the prosecution of criminals —the constitutions, state and federal —a number of securities.",20,"s5793",TRUE,"keyword",0
"1936 02 08",3,33,"there is a compulsory feature in such an agreement that is along the same lines as is suggested incompulsory arbitration.",20,"s748",FALSE,"random",0
"1936 02 08",15,11,"when they have planted hope instead of discouragement, confidence in the place of doubt, courage in the place of timidity, they shall have won a great victory in a boy’s life.",32,"s3379",FALSE,"random",0
"1936 02 08",5,16,"the question is this: would you advise me to marry a beautiful or a sensible girl?”",16,"s1438",FALSE,"random",0
"1936 02 08",28,20,"much of what labor has long regarded as its inalienable possession is now being torn from it, or will, its adversaries hope, soon be torn from it.",27,"s6430",TRUE,"keyword",0
"1936 02 08",66,15,"the meeting will be short to the point that we will send you on your way home early.",18,"s11151",FALSE,"random",0
"1937 02 13",16,13,"the question of withdrawingbuilding trades directorystate building trades council— headquarters, general president and general secretary-treasurer, 810 merchants national bank bid.",21,"s3912",FALSE,"random",0
"1937 02 13",45,22,"to avoid delay in filling jobs with veterans, the eight opa regional offices are working out plans to place orders with the civil service commission for direct hiring for a number of positions in certain categories, bowles said.",38,"s9639",FALSE,"random",0
"1937 02 13",29,20,"leiserson makes a fundamental mistake in assuming that the alternatives for progress are between the free labor union and the company union—freedom and dictatorship.",25,"s7454",TRUE,"keyword",0
"1938 09 17",11,47,"if you are really working for your wish, you will grasp these, even if it means weary hours of study or the sacrifice of personal pleasure.",26,"s2580",FALSE,"random",0
"1938 09 17",11,47,"proceedings of the executive board.the executive board of the asiatic exclusion league met at its headquarters, 815 metropolis bank building, and in the absence of the president and vice-president was called to order by delegate knight at 8 p. m., saturday, november 5, 1910.",46,"s2582",TRUE,"keyword",0
"1939 06 24",6,38,"seventy-five years ago the weavers of lancashire, england, thought they could head off an invasion against their trade at that time.",22,"s1696",TRUE,"keyword",0
"1939 06 24",35,50,"hence her recent suggestions for the conclusion of other ‘locarno pacts' in eastern, central and southern europe.",17,"s8836",FALSE,"random",0
"1939 07 15",30,41,"* * *a young man who was trust officer in a financial institution was asked to make a talk at the meeting of a business and professional women’s club.",28,"s7699",FALSE,"random",0
"1939 07 15",18,41,"we recommend a continuance of theestablished method of questioning candidates and presenting their replies and their true record for the information of the trade unionists of our state.",28,"s4871",FALSE,"random",0
"1939 07 15",10,33,"prether, enclosing advertisement calling attention to imported japanese canes to be used in parade, etc.; received, and the secretary directed to notify the central labor organizations and the general labor day picnic committee.",33,"s2363",TRUE,"keyword",0
"1939 11 04",17,29,"the united states supreme court, he declared, is in fact falsely labeled and is in fact not the supreme court, but the supreme lawmaking body of the united states, though responsible neither to the people nor to congress under the system that it has itself created.",46,"s4228",FALSE,"random",0
"1939 11 04",17,29,"the lecturer cited two similar american cases in which the supreme court of the united states had made decisions that absolutely forbid any legislature, state or national, to pass laws making blacklisting by employers illegal, and commented on them as showing not only the control of the supreme court over legislation but the unsympathetic attitude of the judicial mind toward labor, organized or unorganized. ‘‘lf the american people were really intelligent,” was the lecturer’s conclusion, “this state of affairs could not exist over night.",85,"s4231",TRUE,"keyword",0
"1940 05 18",17,29,"a part missing.—the next ford peace expedition ought to have a muffler.—chicago post.»öooöodöew>oö4xtoooo<bxhx*>mooo<^ herman’s hats union made 96 mission street at twentieth^ kh^oowooofjoooooooooocooooooowatch the papers for prices and details -uljllijui..",38,"s4251",FALSE,"random",0
"1940 05 18",40,28,"hesketh dies; was high official of hotel and restaurant employees’ unioncincinnati, ohio.—robert bruce hesketh, general secretarytreasurer of the hotel and resturant employees’ international alliance and bartenders’ international league of america, died here july 3 at the age of 69.",40,"s8825",FALSE,"random",0
"1940 05 18",40,28,"f. of l. wings of the united automobile workers.millions of youths unable to find jobsbetween 5,000,000 and 6,000,000 young people, between the ages of 16 and 24 years, who are out of school, are seeking employment and unable to find it.",46,"s8864",FALSE,"random",0
"1940 05 18",16,20,"wears a “10” hat for a ‘yms” head and is going from bad to worse in estimating the size of his own importance.",23,"s3929",FALSE,"random",0
"1940 05 18",16,20,"has ability and a sense off horror brat cannot be depended open to help in securing needed labor legislatiortl h- b.",21,"s3942",FALSE,"random",0
"1940 05 18",16,20,"will go further on labor and progressive issues than the great majority of his profession.",15,"s3952",FALSE,"random",0
"1941 04 12",35,28,"they have done numerous other things as an association and an organization for their own benefit and advancement.",18,"s8203",FALSE,"random",0
"1941 06 14",5,38,"combinations of capital, therefore, because danger to the people is inherent in them, are the combinations that the common law* consireded illegal.",22,"s1343",TRUE,"keyword",0
"1942 07 04",11,2,"communication from the golden gate lodge of plasterers, protesting against ruling of council .and setting forth agreement on trade jurisdiction claims submitted to and approved by the building trades department of the american federation of labor; received and the law ordered enforced.",42,"s2482",FALSE,"random",0
"1942 07 04",5,38,"judging from their cyclopean architectural remains, and from the■ -plendid example- of their technique, which is so strikingly displayed in the | specimens obtained, it seems most 1 likely shat they would have kept abreast of the ancient mexicans.— scientific american.the many pitfalls and dangers of wall street.by russell sage.many fortunes are made m wall street every month.",60,"s1365",TRUE,"keyword",0
"1942 07 04",28,42,"parades banned any act which might interfere with the production, mining, transportation or shipment of coal was restrained.",18,"s7392",FALSE,"random",0
"1942 07 04",82,14,"conroy has been appointed to the staff to fill the vacancy created by pierre’s retirement and wewelcome him in his new position.",23,"s12366",FALSE,"random",0
"1942 07 04",14,42,"it is ait very well for san francisco and california to blow whistles and ring bells in exultant jubilation while the staid and stolid engineers and their plucky mechanics and laborers as a matter of fact business are busy digging and finishing the big ditch on the isthmus: that the “exposition city” will celebrate the ""greatest world achievement” in a record-breaking way, with all civilized peoples of the earth participating heartily in her unrivaled outburst of joy, is of course all very natural.",84,"s3213",FALSE,"random",0
"1942 10 31",5,16,"the employment of children, in turn, displaces adult workers and sends them to compete for new jobs.",17,"s1442",FALSE,"random",0
"1942 10 31",47,7,"they knew the war workers were at home instead of in the fighting lines and on the sea and in the air through no choice of their own, but because of reasons over which they had no control.",38,"s9815",FALSE,"random",0
"1942 10 31",16,20,"ideal type of legislator unassuming, yet earnest, intelligent and ever willing to help the canse of labor.",17,"s3957",FALSE,"random",0
"1942 10 31",47,7,"a sacramento trucking operator was fined $5o with an alternative of 25 days in the county jail for failure to pay the wages of one of his drivers.",28,"s9838",TRUE,"keyword",0
"1943 05 15",83,6,"immigration service has found that many of the employees around the country are illegal aliens, but the company bails them out as soon as they are arrested - after all, good labor at starvation wages is hard to find.",38,"s12478",TRUE,"keyword",1
"1943 05 15",19,39,"of the old men and children murdered, of the women and girls ravished, of the non-combatants taken from their homes and deported to work foj their conquerors, of the merchant ships sunk and passengers and crews murdered, of the hospital ships sunk, the hospitals and unfortified *it ies bombed, of the mutilation and murder by crucifixion and otherwise of wounded and captured soldiers—of all this beastliness there is plenty of evidence, evidence that no disbelieve.the best answer to german peace propaganda is sinking more u-boats, sending more men to france, speeding up our work along every line, and a heavy subscription to the fourth liberty loan.",110,"s5140",TRUE,"keyword",0
"1943 12 18",16,20,"hale’s 39th anniversary sale now in progress the most important merchandising event in the history of hale’s offers you thousands upon thousands of dollars’ worth of fresh new spring and summer goods at such savings that you will long remember this great may festival of bargains.",48,"s3985",FALSE,"random",0
"1943 12 18",29,9,"these men are telling our senators and representatives in washington that there is a scarcity of labor here and that the mexicans are needed to do the necessary work in san francisco and california.",34,"s6824",TRUE,"keyword",1
"1944 05 27",45,28,"grimmer evidence still were the stiffened bodies of dead american youths who advanced into the deadly fire of the defending nazis casualties during the first eleven days of the invasion amounted to more than 3,000 americans killed and more than 12,000 wounded.",44,"s9755",TRUE,"keyword",0
"1944 05 27",44,20,"henry as supervisor of the state labor commissioner’s san francisco cornels”*'* office was announced today by paul scharrenberg, f industrial relations.",22,"s9645",FALSE,"random",0
"1944 07 08",17,5,"eliza de luce and walter holloway.ja atu x januaa ▼ st* the popular price l& jewelry store 715 market street, near call building, san francisco phone kearny 2017 jewelers, watchmakers, opticians all watch repairing guaranteed for two years.",38,"s3981",FALSE,"random",0
"1944 07 08",27,22,"if you are going to act like that, you had better go right to bed.”",15,"s6973",FALSE,"random",0
"1944 11 25",33,5,"take therefore the talent from him, and give it unto him which hath ten talents.’",15,"s7508",FALSE,"random",0
"1944 11 25",30,9,"it requests that hoover on assuming office recommend to congress such amendments to the law excluding as immigrants all aliens ineligible to citizenship as will make exception for the japanese.",30,"s7487",TRUE,"keyword",1
"1945 06 16",9,38,"but there are more ways of taking the life of a canine than tilling its trachea with butter.",18,"s2309",FALSE,"random",0
"1945 06 16",9,38,"tone, california, asking for information and data on the question “the control of the pacific”; received, and the secretary directed to comply with the request.",25,"s2322",FALSE,"random",0
"1945 06 30",5,24,"the international typographical union has withdrawn the charter from telluride printers’ union for taking part in the deportation of union miners.the “curious” power.",24,"s1279",TRUE,"keyword",0
"1945 06 30",35,23,"he reported that he had interviewed the musto-keenan company, and informed them that complaint had been made that the marble masons employed on the hamilton field job had been underpaid.",31,"s8728",FALSE,"random",0
"1945 06 30",20,19,"separate parts, if the units were in themselves well balanced and strong, should normally have been the more profitable of the two : until the time should come when, if competition bv the separate !",33,"s5475",FALSE,"random",0
"1945 06 30",15,41,"experienced, capable and untrammelled, he would have but one client in washington, the people of his native state.the berger manufacturing co.",22,"s3717",TRUE,"keyword",0
"1945 10 20",20,33,"it would help the professional man, for then his services would be; in greater demand and qt higher fees.",19,"s5534",FALSE,"random",0
"1945 10 20",20,33,"the company’s alleged success was frequently commented on at meetings of southern foundry men and the plant has been the inecca of other employers to secure information on the company’s success.",33,"s5575",FALSE,"random",0
"1945 10 20",24,37,"“these injunctions invariably abrogate the free speech, free press and peaceful assemblage provisions of the constitution of the united states.”",20,"s6247",FALSE,"random",0
"1945 10 20",24,37,"general pershing believes, cannot be done if we continue to admit the undesirable elements which have destroyed peace and prosperity in europe and are seeking to break in here, partly to escape from the anarchy which they have helped to create and partly to engage' in producing similar conditions here.",50,"s6250",TRUE,"keyword",1
"1945 10 20",24,37,"according to the reports just published officially by the department of labor, the union scale for carpenters, $1.25 an hour, is higher in st.",25,"s6316",FALSE,"random",0
"1945 10 20",24,37,"c., $1.25; lima, 0., $1.25; san francisco, $lo a day; los angeles, $lo a day, and richmond, ind., $1.40 an hour.",24,"s6321",FALSE,"random",0
"1946 02 16",28,16,"the union is formed with a nominal capital stock, and only members may participate in the organization.",17,"s6293",FALSE,"random",0
"1946 02 16",3,29,"from amalgamated wood workers’ no. 15 stating that report of conference committee had been adopted by unanimous vote and the union had also decided to parade on labor day(378 votes); received and filed.",34,"s712",FALSE,"random",0
"1946 02 16",30,11,"'■■■b67 market street, opposite powell— ■— union made —a friend of labor for 57 years eagleson’s since 1872 the shirts we sell are union-made right in our own factory, thus eliminating the middleman's profit.",36,"s7575",FALSE,"random",0
"1946 02 16",15,41,"tveitmoe closed by saying that he had no feeling of bitterness toward any man who had mixed in either side.",20,"s3767",FALSE,"random",0
"1946 02 16",6,3,"woodpile.it is probable—in fact' it is certain —that there are many men who will find fault with the sentiments expressed in the quotation from the saturday evening post of philadelphia, which is given herewith, but it' is nevertheless true that it contains a larger “chunk” of wisdom than is often found in such a brief article, and there are few men who would not profit were they to ponder well over the truths enunciated in these few paragraphs.",80,"s1903",FALSE,"random",0
"1946 02 16",29,9,"during the hearing before the blouse committee on immigration it developed that there are already in california approximately 1,000,000 mexicans, the majority of them in the large cities like san francisco and los angeles; that the majority of them are objects of public charity; that 25 per cent of the white inmates of san quentin penitentiary are mexicans, and that 25 per cent of all the crimes committed in california are committed by mexicans.",76,"s6827",TRUE,"keyword",1
"1946 02 16",46,24,"employers who are found to be in violation of the wage stabilization act are subject to disallowance in computing their costs for income tax purposes of the entire illegal payroll and not merely the amount of the improper overpayment.",39,"s9951",TRUE,"keyword",0
"1946 06 08",12,11,"tveitmoe believes it will be, will prohibit any alien who can not become a citizen of this country from owning or leasing any land in this state.",27,"s2672",TRUE,"keyword",1
"1947 01 18",28,25,"the very lawyers who have been the loudest in demanding this “self-governing bar” are the ones who have also been most active in denouncing the “illegal and un-american” tactics of the labor unions.",35,"s6513",TRUE,"keyword",0
"1947 02 01",57,30,"the president: “well, i’ll tell you, we tried a little bit but you can’t do it.",18,"s10642",FALSE,"random",0
"1947 11 15",51,45,"voi r credit is good • take a year to pay itisist on golden grain macaroni j spaghetti egg.",18,"s10331",FALSE,"random",0
"1948 02 21",19,11,"there being no further business submitted, the council adjourned to convene in regular session thursday evening, march 14, 1918, at 8 o’clock.",23,"s4464",FALSE,"random",0
"1948 02 21",5,20,"we light up bartholdi’s statue in new york, and we invite the oppressed of the world to come as long as they are not criminals and paupers.",28,"s1525",TRUE,"keyword",0
"1948 04 24",2,14,"about twenty-three out of every 1000 coal miners the world over are killed annually.unfair.techau tavern.",18,"s383",FALSE,"random",0
"1948 07 10",43,27,"the first chose for his scene a still, lone lake among the far-off mountains.",15,"s9383",FALSE,"random",0
"1948 07 10",4,4,"barnhard, of the building trades council of san joaquin county reported that everything was moving along nicely in his territory.",20,"s796",FALSE,"random",0
"1948 10 23",9,38,"these things done, a handful of our soldiers will easily control any riotous mass of the populace, and a display of our power will overawe and quell the mightiest concourse of malcontents that they will be able to gather together.",40,"s2268",FALSE,"random",0
"1948 10 23",9,38,"""the second in our trio of insubordination breeders, ‘education beyond their station,’ cultivates the spirit of insubordination in much the same way as ‘over-prosperity’ does.",26,"s2306",FALSE,"random",0
"1948 10 23",9,38,"it creates in the people a desire for a standard of living above their class and besides makes them dissatisfied with their fixed condition in life and unfits them for the performance of the hard duties incident to and inseparable from it.",42,"s2307",FALSE,"random",0
"1949 01 01",46,42,"walkers company for the erection of a $40,000 residence, at the corner of pacific avenue and pierce street, for john d.",22,"s9741",FALSE,"random",0
"1949 01 01",11,6,"knowland and james francis burke, advising of having received the petitions of hundreds of our citizens favoring an asiatic exclusion law, and that the same would be presented to the house of representatives; received, noted and filed.",37,"s2522",TRUE,"keyword",1
"1950 11 03",4,36,"the men are standing as firm as ever, fully determined to win out the just cause they are struggling for.",20,"s1086",FALSE,"random",0
"1950 11 03",4,36,"the long hours, that is, the many hours of work in the factory, under factory rules, were more exhausting and exasperating than an equal number of hours in other employment.",30,"s1131",FALSE,"random",0
"1950 11 03",4,36,"at all hazards they feel that j these policies must be carried out, ; legally if possible, illegally if needs i be.",21,"s1192",TRUE,"keyword",0
"1950 11 03",6,38,"seventy-five years ago the weavers of lancashire, england, thought they could head off an invasion against their trade at that time.",22,"s1696",TRUE,"keyword",0
"1950 11 03",17,29,"tveitmoe, recording and corresponding secretary san francisco building trades council.the diamond mysterythe tax collectors at canton, ohio, suspect that many diamonds are not listed for taxation.",27,"s4215",FALSE,"random",0
"1950 11 03",6,17,"«ib ""y mie dcnrinig the present ses- : a bre cfflßpdösing: vestibmles on | xenr york street cars..",16,"s1447",FALSE,"random",0
"1950 12 01",21,47,"drury has visited practically all of the steel plants in the united states working under the three-shift system in an effort to collect technical data covering the details of their operation and figures showing the results obtained.",38,"s5104",FALSE,"random",0
"1950 12 01",1,38,"business agent humphrey galla- i gher reported having interviewed several dealers with favorable results, and also some manufacturers, who were seriously considering the matter of making application for the union stamp in the near future.",35,"s129",FALSE,"random",0
"1951 01 05",11,6,"the secretary was also instructed to write to senator flint, requesting a number of senator lodge’s speeches on immigration, and to write to all friendly congressmen and request that they insert some of the league's reports appertaining to the asiatic question in the congressional record.",47,"s2533",TRUE,"keyword",0
"1951 01 05",18,12,"the illegality and inhumanity of such an infamous practice, under the guise of business, is indeed revolting.",17,"s4733",TRUE,"keyword",0
"1951 03 02",65,13,"(13) engaging in any activities which tend to bring the local or other subordinate body of this brotherhood or the brotherhood itself into disrepute, or which tend to reflect upon its good name, standing and reputation.",36,"s11044",FALSE,"random",0
"1951 03 02",65,13,"when hearing of the aforementioned action of dow wilson and the local 4 strike committee, c.",16,"s11060",FALSE,"random",0
"1951 03 02",65,13,"m/s/c that the local also retain legal services of gary, dreyfus & mcternan to handle any legal steps which may be necessary to protect the interest of the local and/or its officers including the business representatives, in this dispute with , the general exicutive board.",46,"s11074",FALSE,"random",0
"1951 03 02",30,28,"the members of which associations do practically all of the work in st. ouis and vicinity.",16,"s7616",FALSE,"random",0
"1951 03 02",30,28,"new alien quotas are now effective1 he national origins clause of the immigration law became effective july 1. after congress postponed the date of its enforcement three times and president hoover attempted to secure ts repeal.",36,"s7654",TRUE,"keyword",1
"1951 03 02",69,31,"* * * bridge & dock builder local 34, federal credit union the credit union lost one of its charter members and boost-ers in the passing of “whitey” shugrue, and all of us in the credit union offer our deepest sympathy to his family.",41,"s11880",FALSE,"random",0
"1951 03 16",46,42,"in 10 years, nlrb has ordered over 7,000 employers to post notices informing employees that they are free to engage in collective activity without interference.",26,"s9727",FALSE,"random",0
"1951 03 16",46,42,"it was feared that he might say something in favor of japanese exclusion and thus honestly represent the voice of the w r orking people of the city and state.",30,"s9739",TRUE,"keyword",1
"1951 03 16",21,34,"clothes if) on w 0 credit r between w 19 t and 20 t - sts.",15,"s5685",FALSE,"random",0
"1951 03 16",46,42,"unions to oppose charter amendment no. 8 which is designed to change the personnel setup of the civil service commission.",20,"s9755",FALSE,"random",0
"1951 03 16",32,40,"that is one reason why the daily orange is used by millions of families; while cold slaw has leaped into the limelight along with the radio and the airplane; why raspberries are now selling heavily everywhere, where once they were a rather commonplace berry; and why the fruit cup, the salad, and the light fruit desserts have become so popular of late.",62,"s8195",FALSE,"random",0
"1951 04 13",9,24,"and when she was alone the silver lady gazed into the fire, seeing dead loves and past hopes, and seeing, too, as the old will, the things that are to be.her royal highness came back later, all in palest mauve, with her fair hair puffed and waved, and with her white shoulders bare, and she wore no jewels but the diamond heart that her husband had given her.",69,"s2192",FALSE,"random",0
"1951 04 27",27,49,"only material that is structurally sound and free from knots and other defects should be used in the construction of derricks.",21,"s7256",FALSE,"random",0
"1958 06 16",43,27,"every central labor body should form a branch of the league in its locality and work in close and constant contact with the national office.pearl harbor widows carry on fight against japsby aviation news featuresnearly 15,000 women are currently employed in plane production work, a survey conducted by the aviation news committee of the aeronautical chamber of commerce revealed.",61,"s9414",TRUE,"keyword",0
"1958 08 25",9,24,"“can any little boy,” asked the new teacher, “tell me the difference between a lake and an ocean?”",18,"s2208",FALSE,"random",0
"1959 10 12",40,28,"entered at the postofflce at san francisco, calif., on august 20, 1901. as ••cond-class rnatter.",16,"s8869",FALSE,"random",0
"1959 10 12",48,46,"with this in mind they were very precise in defining and explaining what an urgency measure is not and what it is.",22,"s10146",FALSE,"random",0
"1961 03 27",12,11,"when the proper time comes this country will pass a law excluding all asiatics as it does the chinese at present, and none of these countries can then take offense at it, because it will treat them all alike and will not single out one or two countries, and thus humble their pride.",53,"s2668",TRUE,"keyword",1
"1961 07 31",12,46,"i ventured to suggest that perhaps the boss would not be enthusiastic about their view.",15,"s2891",FALSE,"random",0
"1965 02 08",47,7,"m., kfrc america’s largest /manufacturing f retail jewelers ii( v e that i eactet delivered direct for freshneu (swell's national crest (offee bjuf nuwcbco • mm oakland • steal* 101?",30,"s9847",FALSE,"random",0
"1965 02 08",7,43,"the vacancies made in the times bindery are soon to be filled by two coreans, seven japanese and a chinaman that general otis is bringing back with him from the orient.the irish tailors h the first tailors in san francisco to use this label, and still use it kelleher «st browne uinioin tailors 16 and is octavia st., near market tools for all mechanics the tool store ed.",69,"s2159",TRUE,"keyword",1
"1965 03 08",46,42,"national association mission branch cor. 16th stroot and julian avenue member federal def—h imurmmc* cmrpmetimf laclimaii bros.",18,"s9770",FALSE,"random",0
"1965 03 08",21,34,"the union men, however, will have the distribution for all the reserved seats in the sections on the main floor, while the gallery seats will be distributed from the bulletin office.",31,"s5650",FALSE,"random",0
"1965 05 24",21,34,"communications communications from the san francisco labor council enclosing the minutes of the joint labor day committee meeting of july 31st received, and the secretary directed to communicate with the labor council calling attention to the frequent reports in the daily press concerning the labor day celebration including only the name of the labor council without mention of the building trades council.",62,"s5655",FALSE,"random",0
"1965 07 26",12,11,"it is such measures as these which weaken sincere efforts in behalf of asiatic exclusion.",15,"s2650",TRUE,"keyword",1
"1965 07 26",52,1,"join now and g* make your 1951 christmas a prosperous one. g/t federal deposit insurance corporation now insures your deposi/s up to sic,ooo the san francisco bank § savings incorporated feb.",33,"s10678",FALSE,"random",0
"1965 10 11",11,6,"mccarthy, requesting that information on chinese and japanese immigration, etc., be sent to various persons in the southern part of our state; received and complied with.",26,"s2527",TRUE,"keyword",0
"1965 10 11",11,6,"from a number of educational institutions and individuals requesting information on japanese immigration and exclusion; received, noted and complied with.",20,"s2528",TRUE,"keyword",0
"1965 10 11",6,22,"he disagreed with professor eliot of harvard university, i who declared the non-union man a good type of the american hero, and said that the man who refused to 1 join a union was “a fellow who wanti ed to eat his cake and have it, too.”",48,"s1550",FALSE,"random",0
"1965 10 11",24,29,"it matters not how just the cause may be, it can not succeed in a full measure unless the members are solidly united in hand, mind and heart.",28,"s5366",FALSE,"random",0
"1965 10 11",4,8,"the painters are all getting ready for the fourth annual ball and entertainment to oe given at native sons' hail, april 24.",22,"s896",TRUE,"keyword",0
"1965 10 11",68,2,"“platformate” is merely a technical term referring to an ingredient gas used by most oil companies for at least the past 15 years.",23,"s11273",FALSE,"random",0
"1965 11 08",9,24,"believers in industrial peace and fair treatment of labor should ask their shoe dealer for shoes bearing this stamp.",19,"s2250",FALSE,"random",0
"1966 04 25",68,2,"thus, today’s regular grade is close to the minimum or high test of a few years ago.",18,"s11283",FALSE,"random",0
"1966 11 14",68,2,"985 folsom su 1-5369 san francisco 94107 compliments of indo-china restaurant best in indian - chinese - american food 881 clay st.",22,"s11295",TRUE,"keyword",0
"1966 11 14",32,34,"the text of the council’s statement follows: ""the executive council of the american federation of labor spent the entire session of today’s meeting in considering the unemployment situation.",30,"s8075",FALSE,"random",0
"1967 07 10",32,34,"""the reports received from labor organizations were augmented by statements submitted by the individual members of the executive council regarding the distressing condition which prevails among the members of the different organizations and labor generally in various parts of the country with which they come in contact daily.",48,"s8076",FALSE,"random",0
"1967 09 11",9,24,"■ ■ ■ prod iced under sanitary conditions insist on your dairyman and grocer to furnleh you milk, cream, butter and cheese bearing this label, which is placed en covers, bottles and packages.",30,"s2259",FALSE,"random",0
"1967 09 11",27,33,"coolidge wants rail labor act applied to coalpresident coolidge believes that the principles embodied in the railway labor act might bring peace in the coal industry.",26,"s7216",FALSE,"random",0
"1968 04 08",40,44,"building tradesthe building and construction trades council of san francisco met in regular session, pursuant to adjournment, in brotherhood hall, building trades temple, thursday evening, october 26, 1939.",28,"s9183",FALSE,"random",0
"1968 04 22",88,16,"the only real diversion from those issues was presented by john wallace who was not so much opposed to the uss missouri as he was of the fact the us navy had let a large housing construction contract non-union.",40,"s12776",FALSE,"random",0
"1968 04 22",3,4,"ellis, south line, 194.9 west of webster —all work for 3-story, 4-flat frame.",16,"s604",FALSE,"random",0
"1968 04 22",3,4,"belcher, west line, 160 south of 13th —carpentery, 1,2, etc., for 2-story frame.",15,"s614",FALSE,"random",0
"1968 07 08",18,12,"only 10 per cent, of the people born in california finally find their homes in other states.",17,"s4636",FALSE,"random",0
"1968 07 08",25,21,"given this opportunity, the law-abiding citizens of san jose, by r hfg reuijority vote, repudiated the illegal, socalled “american plan,” and cast their ballots for the labor candidate, who stands for real americanism.",34,"s5746",TRUE,"keyword",1
"1968 07 08",45,47,"to american prisoners of war (proud, american boys, accustomed to limitless freedom to think, to act) the monotony is almost unbearable.",21,"s9852",FALSE,"random",0
"1968 07 08",14,52,"this is what i found this morning: three champagne corks, eighteen cigar.. ends, five cigarette ends, thirty-six burnt watches and one pink satin slipper.”",25,"s3259",FALSE,"random",0
"1969 02 10",21,30,"but (and this question may well be put to the learning of new england, to the thought of the south) will we add unto our strength by introducing into our country a people alien to our laws, our religion, our traditions, our ideals, our national conceptions —a people with no inclination, no capacity foi self-government.",56,"s4967",TRUE,"keyword",1
"1969 11 24",11,6,"3 rooms complete good, serviceable furniture for bedroom, kitchen and living room $68.00 4 rooms complete everything the best for the money —kitchen, dining room, parlor and bedroom $loo.oo 2200-2212 mission street.",35,"s2542",FALSE,"random",0
"1969 11 24",11,6,"the following hardware stores are good ones to patronize bennett brothers, 62 third street 541 haight street brittain & company, market and mason streets 1206-10 polk st., cor.",28,"s2560",FALSE,"random",0
"1970 04 13",47,7,"111 the alameda county federated trades council adopted a resolution protesting the appointment of state senator ralston as naval officer, by president theodore roosevelt, on account of mr.",28,"s9795",FALSE,"random",0
"1970 04 13",33,3,"this brings the total turned over to the state mines since june, 1927, to $850,000.",16,"s8280",FALSE,"random",0
