"date","volume","number","sentences","id","code"
"1932 01 30",40,25,"roosevelt defines a liberal as a person who is willing to listen to many sides of the question to keep an open mind so that if new facts are presented be or she can change bis previous conclusions on any subject","s9150",0
"1932 02 13",1,15,"more than that the chinese are springing upon us native sons full grown men and able bodied voters","s90",1
"1932 02 13",26,1,"no you read it to me when i was a little chap don t you remember","s6540",0
"1932 02 13",26,1,"if we were a primitive people we would have read something sinister into this coincidence likely as not terrifying ourselves with the idea that moloch the god of fire enraged at our puny attempts to set at naught his destruction was warning us to desist from our attempts to again clothe the hillsides","s6548",0
"1932 02 13",1,5,"she looked at me in astonishment and said i am surprised that you would suggest factory work to me i am a self respecting girl and wish a ladylike position with fairly good pay","s17",0
"1932 08 20",27,33,"approximately $1 50 a ton is charged to the lakes a distance of 150 to 170 miles while the rates from kentucky southern west virginia and virginia to the great lakes a distance of 400 to 500 miles is from $1 85 to $1 95 a ton","s7244",0
"1932 08 20",27,33,"these freight concessions are a powerful weapon for the anti union coal operators in their fight against the united mine workers herriot didn t last quit after two daysparis","s7245",0
"1932 08 20",15,7,"resolved that the thirteenth fourteenth annual convention of the state building trades council of california instruct the secretary to notify the california locals of the bricklayers and masons international association to desist from handling any work that has been conceded to the marble workers international association","s3332",0
"1932 12 03",70,21,"you should now be thinking what your demands will be for the forthcoming agreement and be prepared for special called meetings","s11586",0
"1932 12 03",70,21,"we must formulate and implement new programs and policies to guide us through the next decade and beyond","s11617",0
"1933 01 14",41,20,"4 one of america large 1 home fumuherr no money down 2 years to pay on all home furnishings at lachman bros","s9272",0
"1933 04 01",14,42,"but the land owners the money boarders and rheir cappers of the commercial gambling game will have increased the population and the value of their holdings will fee soaring skyward from the orient millions of coolies will still continue to press on to our insular possessions in the pacific as their midway house whence they will steal surreptitiously on to the mainland","s3211",0
"1933 04 08",38,7,"when the employes of general motors exercised their legal right to strike against the illegal anti union discriminations so long practiced by the corporation against wholesale discharges for union activity and against denial of their collective bargaining rights then general motors defiance of american institutions turned to outright hostility","s8564",0
"1933 04 08",2,24,"go to any city where unionism is thoroughly entrenched and you will find that a copy of the local labor paper goes into the home of nearly every union man in that city","s450",0
"1933 04 08",34,2,"good of the council matters of general interest to organized labor were discussed by several delegates","s7755",0
"1933 05 27",20,2260,"at this writing we have brother dick croft working on recovery in the peninsula hospital after they decided there was no use in him having a gall that wasn t workin a tall","s11901",0
"1933 12 02",86,12,"but the work of the committee goes far beyond its supposedly single minded fight against compulsory unionism","s12671",0
"1934 04 07",17,34,"c j with the present market in such a precarious condition housewives would do well to take advantage of these offerings","s4050",0
"1934 04 07",21,24,"but a simultaneous 6 7 per cent inflation rate wiped out any increase in purchasing power","s12201",0
"1934 06 09",42,24,"in an editorial appearing in the june issue of the american federationist official monthly magazine of the a","s9349",0
"1934 06 09",15,11,"holmberg representing the james furlong company manufacturers of cement trays appeared before the roard in reply to grievance of sheet metal workers no","s3420",0
"1934 07 14",22,8,"when all else fails try chiropractic for references ask your delegate 14 a week buys new clothes for all the family tk style shop of the missbon aood rf","s5856",0
"1934 12 15",5,16,"niarmaker and his family may have a comfortable living a pleasant 5 fljj yyittlp of life s happiness deliberately smokes a chinese or rustem l lmtltv of the grossest heartlessness and cruelty and through his to the welfare of hts brother toiler is unworthy of the respect","s1398",0
"1935 02 09",22,8,"v 7 sf fl m credit clothes on credit mission corner 22nd mayerle s new double vision glasses oanbtae both reading and distance corrections la one lens have no ugly earn thereby avoiding the annoyance of changing glasses when you wish to soo far or mayerle s glaeaee relieve eye strain freshen yeur lory and strengthen your eyas","s5857",0
"1935 02 09",25,4,"w e looked at a number of alternative locations including the transbay terminal but found that the combination of economics traffic flow existing investment and shor lead time available to improve our service in downtown san francisco pointed to the location we have chosen nageotte stated","s12238",0
"1935 02 09",25,4,"open shop contractors have contended in the past that their jobs arehome building dips in statethe number of homes and apartments under construction last year in california declined 8 9 percent bank of america reported","s12261",0
"1935 06 22",19,3,"tveitmoe recording and corresponding secretary building trades council of san francisco salt on grapefruitduring the recent sugar shortage the market for florida grapefruit was affected to a degree that led the growers there to suggest the use of salt instead of sugar on grapefruit i recripened grapefruit such as begins to come from honda m ecember is often preferred without any sweetening at all","s4957",0
"1935 07 06",25,52,"the most effective aid to prevention of industrial sickness in the absence of workmen s health insurance laws now lies in the inclusion of occupational diseases along with work accidents in our workmen s compensation laws","s6476",0
"1936 02 08",28,20,"much of what labor has long regarded as its inalienable possession is now being torn from it or will its adversaries hope soon be torn from it","s6430",0
"1936 02 08",21,46,"gregory said the constitution has thrown around the prosecution of criminals the constitutions state and federal a number of securities","s5793",0
"1936 02 08",3,33,"there is a compulsory feature in such an agreement that is along the same lines as is suggested incompulsory arbitration","s748",0
"1936 02 08",15,11,"when they have planted hope instead of discouragement confidence in the place of doubt courage in the place of timidity they shall have won a great victory in a boy s life","s3379",0
"1936 02 08",5,16,"the question is this would you advise me to marry a beautiful or a sensible girl","s1438",0
"1936 02 08",66,15,"the meeting will be short to the point that we will send you on your way home early","s11151",0
"1937 02 13",16,13,"the question of withdrawingbuilding trades directorystate building trades council headquarters general president and general secretary treasurer 810 merchants national bank bid","s3912",0
"1937 02 13",45,22,"to avoid delay in filling jobs with veterans the eight opa regional offices are working out plans to place orders with the civil service commission for direct hiring for a number of positions in certain categories bowles said","s9639",0
"1937 02 13",29,20,"leiserson makes a fundamental mistake in assuming that the alternatives for progress are between the free labor union and the company union freedom and dictatorship","s7454",0
"1938 09 17",11,47,"if you are really working for your wish you will grasp these even if it means weary hours of study or the sacrifice of personal pleasure","s2580",0
"1938 09 17",11,47,"proceedings of the executive board the executive board of the asiatic exclusion league met at its headquarters 815 metropolis bank building and in the absence of the president and vice president was called to order by delegate knight at 8 p m saturday november 5 1910","s2582",0
"1939 06 24",6,38,"seventy five years ago the weavers of lancashire england thought they could head off an invasion against their trade at that time","s1696",0
"1939 06 24",35,50,"hence her recent suggestions for the conclusion of other locarno pacts in eastern central and southern europe","s8836",0
"1939 07 15",30,41,"a young man who was trust officer in a financial institution was asked to make a talk at the meeting of a business and professional women s club","s7699",0
"1939 07 15",18,41,"we recommend a continuance of theestablished method of questioning candidates and presenting their replies and their true record for the information of the trade unionists of our state","s4871",0
"1939 07 15",10,33,"prether enclosing advertisement calling attention to imported japanese canes to be used in parade etc received and the secretary directed to notify the central labor organizations and the general labor day picnic committee","s2363",0
"1939 11 04",17,29,"the united states supreme court he declared is in fact falsely labeled and is in fact not the supreme court but the supreme lawmaking body of the united states though responsible neither to the people nor to congress under the system that it has itself created","s4228",0
"1939 11 04",17,29,"the lecturer cited two similar american cases in which the supreme court of the united states had made decisions that absolutely forbid any legislature state or national to pass laws making blacklisting by employers illegal and commented on them as showing not only the control of the supreme court over legislation but the unsympathetic attitude of the judicial mind toward labor organized or unorganized lf the american people were really intelligent was the lecturer s conclusion this state of affairs could not exist over night","s4231",0
"1940 05 18",17,29,"a part missing the next ford peace expedition ought to have a muffler chicago post öooöodöew>oö4xtoooomooo<^ herman s hats union made 96 mission street at twentieth^ kh^oowooofjoooooooooocooooooowatch the papers for prices and details uljllijui","s4251",0
"1940 05 18",40,28,"hesketh dies was high official of hotel and restaurant employees unioncincinnati ohio robert bruce hesketh general secretarytreasurer of the hotel and resturant employees international alliance and bartenders international league of america died here july 3 at the age of 69","s8825",0
"1940 05 18",40,28,"f of l wings of the united automobile workers millions of youths unable to find jobsbetween 5 000 000 and 6 000 000 young people between the ages of 16 and 24 years who are out of school are seeking employment and unable to find it","s8864",0
"1940 05 18",16,20,"wears a 10 hat for a yms head and is going from bad to worse in estimating the size of his own importance","s3929",0
"1940 05 18",16,20,"has ability and a sense off horror brat cannot be depended open to help in securing needed labor legislatiortl h b","s3942",0
"1940 05 18",16,20,"will go further on labor and progressive issues than the great majority of his profession","s3952",0
"1941 04 12",35,28,"they have done numerous other things as an association and an organization for their own benefit and advancement","s8203",0
"1941 06 14",5,38,"combinations of capital therefore because danger to the people is inherent in them are the combinations that the common law consireded illegal","s1343",0
"1942 07 04",11,2,"communication from the golden gate lodge of plasterers protesting against ruling of council and setting forth agreement on trade jurisdiction claims submitted to and approved by the building trades department of the american federation of labor received and the law ordered enforced","s2482",0
"1942 07 04",28,42,"parades banned any act which might interfere with the production mining transportation or shipment of coal was restrained","s7392",0
"1942 07 04",82,14,"conroy has been appointed to the staff to fill the vacancy created by pierre s retirement and wewelcome him in his new position","s12366",0
"1942 07 04",14,42,"it is ait very well for san francisco and california to blow whistles and ring bells in exultant jubilation while the staid and stolid engineers and their plucky mechanics and laborers as a matter of fact business are busy digging and finishing the big ditch on the isthmus that the exposition city will celebrate the greatest world achievement in a record breaking way with all civilized peoples of the earth participating heartily in her unrivaled outburst of joy is of course all very natural","s3213",0
"1942 10 31",5,16,"the employment of children in turn displaces adult workers and sends them to compete for new jobs","s1442",0
"1942 10 31",47,7,"they knew the war workers were at home instead of in the fighting lines and on the sea and in the air through no choice of their own but because of reasons over which they had no control","s9815",0
"1942 10 31",16,20,"ideal type of legislator unassuming yet earnest intelligent and ever willing to help the canse of labor","s3957",0
"1942 10 31",47,7,"a sacramento trucking operator was fined $5o with an alternative of 25 days in the county jail for failure to pay the wages of one of his drivers","s9838",0
"1943 05 15",19,39,"of the old men and children murdered of the women and girls ravished of the non combatants taken from their homes and deported to work foj their conquerors of the merchant ships sunk and passengers and crews murdered of the hospital ships sunk the hospitals and unfortified it ies bombed of the mutilation and murder by crucifixion and otherwise of wounded and captured soldiers of all this beastliness there is plenty of evidence evidence that no disbelieve the best answer to german peace propaganda is sinking more u boats sending more men to france speeding up our work along every line and a heavy subscription to the fourth liberty loan","s5140",0
"1943 12 18",16,20,"hale s 39th anniversary sale now in progress the most important merchandising event in the history of hale s offers you thousands upon thousands of dollars worth of fresh new spring and summer goods at such savings that you will long remember this great may festival of bargains","s3985",0
"1944 05 27",44,20,"henry as supervisor of the state labor commissioner s san francisco cornels office was announced today by paul scharrenberg f industrial relations","s9645",0
"1944 07 08",17,5,"eliza de luce and walter holloway ja atu x januaa st the popular price l jewelry store 715 market street near call building san francisco phone kearny 2017 jewelers watchmakers opticians all watch repairing guaranteed for two years","s3981",0
"1944 07 08",27,22,"if you are going to act like that you had better go right to bed","s6973",0
"1944 11 25",33,5,"take therefore the talent from him and give it unto him which hath ten talents","s7508",0
"1944 11 25",30,9,"it requests that hoover on assuming office recommend to congress such amendments to the law excluding as immigrants all aliens ineligible to citizenship as will make exception for the japanese","s7487",1
"1945 06 16",9,38,"but there are more ways of taking the life of a canine than tilling its trachea with butter","s2309",0
"1945 06 16",9,38,"tone california asking for information and data on the question the control of the pacific received and the secretary directed to comply with the request","s2322",0
"1945 06 30",35,23,"he reported that he had interviewed the musto keenan company and informed them that complaint had been made that the marble masons employed on the hamilton field job had been underpaid","s8728",0
"1945 06 30",20,19,"separate parts if the units were in themselves well balanced and strong should normally have been the more profitable of the two until the time should come when if competition bv the separate","s5475",0
"1945 06 30",15,41,"experienced capable and untrammelled he would have but one client in washington the people of his native state the berger manufacturing co","s3717",0
"1945 10 20",20,33,"it would help the professional man for then his services would be in greater demand and qt higher fees","s5534",0
"1945 10 20",20,33,"the company s alleged success was frequently commented on at meetings of southern foundry men and the plant has been the inecca of other employers to secure information on the company s success","s5575",0
"1945 10 20",24,37,"these injunctions invariably abrogate the free speech free press and peaceful assemblage provisions of the constitution of the united states","s6247",0
"1945 10 20",24,37,"general pershing believes cannot be done if we continue to admit the undesirable elements which have destroyed peace and prosperity in europe and are seeking to break in here partly to escape from the anarchy which they have helped to create and partly to engage in producing similar conditions here","s6250",1
"1945 10 20",24,37,"according to the reports just published officially by the department of labor the union scale for carpenters $1 25 an hour is higher in st","s6316",0
"1945 10 20",24,37,"c $1 25 lima 0 $1 25 san francisco $lo a day los angeles $lo a day and richmond ind $1 40 an hour","s6321",0
"1946 02 16",28,16,"the union is formed with a nominal capital stock and only members may participate in the organization","s6293",0
"1946 02 16",3,29,"from amalgamated wood workers no 15 stating that report of conference committee had been adopted by unanimous vote and the union had also decided to parade on labor day 378 votes received and filed","s712",0
"1946 02 16",30,11,"b67 market street opposite powell union made a friend of labor for 57 years eagleson s since 1872 the shirts we sell are union made right in our own factory thus eliminating the middleman s profit","s7575",0
"1946 02 16",15,41,"tveitmoe closed by saying that he had no feeling of bitterness toward any man who had mixed in either side","s3767",0
"1946 02 16",6,3,"woodpile it is probable in fact it is certain that there are many men who will find fault with the sentiments expressed in the quotation from the saturday evening post of philadelphia which is given herewith but it is nevertheless true that it contains a larger chunk of wisdom than is often found in such a brief article and there are few men who would not profit were they to ponder well over the truths enunciated in these few paragraphs","s1903",0
"1946 06 08",12,11,"tveitmoe believes it will be will prohibit any alien who can not become a citizen of this country from owning or leasing any land in this state","s2672",1
"1947 02 01",57,30,"the president well i ll tell you we tried a little bit but you can t do it","s10642",0
"1947 11 15",51,45,"voi r credit is good take a year to pay itisist on golden grain macaroni j spaghetti egg","s10331",0
"1948 02 21",19,11,"there being no further business submitted the council adjourned to convene in regular session thursday evening march 14 1918 at 8 o clock","s4464",0
"1948 02 21",5,20,"we light up bartholdi s statue in new york and we invite the oppressed of the world to come as long as they are not criminals and paupers","s1525",0
"1948 04 24",2,14,"about twenty three out of every 1000 coal miners the world over are killed annually unfair techau tavern","s383",0
"1948 07 10",43,27,"the first chose for his scene a still lone lake among the far off mountains","s9383",0
"1948 07 10",4,4,"barnhard of the building trades council of san joaquin county reported that everything was moving along nicely in his territory","s796",0
"1948 10 23",9,38,"these things done a handful of our soldiers will easily control any riotous mass of the populace and a display of our power will overawe and quell the mightiest concourse of malcontents that they will be able to gather together","s2268",0
"1948 10 23",9,38,"the second in our trio of insubordination breeders education beyond their station cultivates the spirit of insubordination in much the same way as over prosperity does","s2306",0
"1948 10 23",9,38,"it creates in the people a desire for a standard of living above their class and besides makes them dissatisfied with their fixed condition in life and unfits them for the performance of the hard duties incident to and inseparable from it","s2307",0
"1949 01 01",46,42,"walkers company for the erection of a $40 000 residence at the corner of pacific avenue and pierce street for john d","s9741",0
"1949 01 01",11,6,"knowland and james francis burke advising of having received the petitions of hundreds of our citizens favoring an asiatic exclusion law and that the same would be presented to the house of representatives received noted and filed","s2522",1
"1950 11 03",4,36,"the men are standing as firm as ever fully determined to win out the just cause they are struggling for","s1086",0
"1950 11 03",4,36,"the long hours that is the many hours of work in the factory under factory rules were more exhausting and exasperating than an equal number of hours in other employment","s1131",0
"1950 11 03",4,36,"at all hazards they feel that j these policies must be carried out legally if possible illegally if needs i be","s1192",0
"1950 11 03",17,29,"tveitmoe recording and corresponding secretary san francisco building trades council the diamond mysterythe tax collectors at canton ohio suspect that many diamonds are not listed for taxation","s4215",0
"1950 11 03",6,17,"ib y mie dcnrinig the present ses a bre cfflßpdösing vestibmles on xenr york street cars","s1447",0
"1950 12 01",21,47,"drury has visited practically all of the steel plants in the united states working under the three shift system in an effort to collect technical data covering the details of their operation and figures showing the results obtained","s5104",0
"1950 12 01",1,38,"business agent humphrey galla i gher reported having interviewed several dealers with favorable results and also some manufacturers who were seriously considering the matter of making application for the union stamp in the near future","s129",0
"1951 01 05",11,6,"the secretary was also instructed to write to senator flint requesting a number of senator lodge s speeches on immigration and to write to all friendly congressmen and request that they insert some of the league s reports appertaining to the asiatic question in the congressional record","s2533",0
"1951 01 05",18,12,"the illegality and inhumanity of such an infamous practice under the guise of business is indeed revolting","s4733",0
"1951 03 02",65,13,"13 engaging in any activities which tend to bring the local or other subordinate body of this brotherhood or the brotherhood itself into disrepute or which tend to reflect upon its good name standing and reputation","s11044",0
"1951 03 02",65,13,"when hearing of the aforementioned action of dow wilson and the local 4 strike committee c","s11060",0
"1951 03 02",65,13,"m s c that the local also retain legal services of gary dreyfus mcternan to handle any legal steps which may be necessary to protect the interest of the local and or its officers including the business representatives in this dispute with the general exicutive board","s11074",0
"1951 03 02",30,28,"the members of which associations do practically all of the work in st ouis and vicinity","s7616",0
"1951 03 02",30,28,"new alien quotas are now effective1 he national origins clause of the immigration law became effective july 1 after congress postponed the date of its enforcement three times and president hoover attempted to secure ts repeal","s7654",1
"1951 03 02",69,31,"bridge dock builder local 34 federal credit union the credit union lost one of its charter members and boost ers in the passing of whitey shugrue and all of us in the credit union offer our deepest sympathy to his family","s11880",0
"1951 03 16",46,42,"in 10 years nlrb has ordered over 7 000 employers to post notices informing employees that they are free to engage in collective activity without interference","s9727",0
"1951 03 16",46,42,"it was feared that he might say something in favor of japanese exclusion and thus honestly represent the voice of the w r orking people of the city and state","s9739",1
"1951 03 16",21,34,"clothes if on w 0 credit r between w 19 t and 20 t sts","s5685",0
"1951 03 16",46,42,"unions to oppose charter amendment no 8 which is designed to change the personnel setup of the civil service commission","s9755",0
"1951 03 16",32,40,"that is one reason why the daily orange is used by millions of families while cold slaw has leaped into the limelight along with the radio and the airplane why raspberries are now selling heavily everywhere where once they were a rather commonplace berry and why the fruit cup the salad and the light fruit desserts have become so popular of late","s8195",0
"1951 04 13",9,24,"and when she was alone the silver lady gazed into the fire seeing dead loves and past hopes and seeing too as the old will the things that are to be her royal highness came back later all in palest mauve with her fair hair puffed and waved and with her white shoulders bare and she wore no jewels but the diamond heart that her husband had given her","s2192",0
"1951 04 27",27,49,"only material that is structurally sound and free from knots and other defects should be used in the construction of derricks","s7256",0
"1958 06 16",43,27,"every central labor body should form a branch of the league in its locality and work in close and constant contact with the national office pearl harbor widows carry on fight against japsby aviation news featuresnearly 15 000 women are currently employed in plane production work a survey conducted by the aviation news committee of the aeronautical chamber of commerce revealed","s9414",0
"1958 08 25",9,24,"can any little boy asked the new teacher tell me the difference between a lake and an ocean","s2208",0
"1959 10 12",40,28,"entered at the postofflce at san francisco calif on august 20 1901 as cond class rnatter","s8869",0
"1959 10 12",48,46,"with this in mind they were very precise in defining and explaining what an urgency measure is not and what it is","s10146",0
"1961 03 27",12,11,"when the proper time comes this country will pass a law excluding all asiatics as it does the chinese at present and none of these countries can then take offense at it because it will treat them all alike and will not single out one or two countries and thus humble their pride","s2668",1
"1961 07 31",12,46,"i ventured to suggest that perhaps the boss would not be enthusiastic about their view","s2891",0
"1965 02 08",47,7,"m kfrc america s largest manufacturing f retail jewelers ii v e that i eactet delivered direct for freshneu swell s national crest offee bjuf nuwcbco mm oakland steal 101","s9847",0
"1965 02 08",7,43,"the vacancies made in the times bindery are soon to be filled by two coreans seven japanese and a chinaman that general otis is bringing back with him from the orient the irish tailors h the first tailors in san francisco to use this label and still use it kelleher st browne uinioin tailors 16 and is octavia st near market tools for all mechanics the tool store ed","s2159",1
"1965 03 08",46,42,"national association mission branch cor 16th stroot and julian avenue member federal def h imurmmc cmrpmetimf laclimaii bros","s9770",0
"1965 03 08",21,34,"the union men however will have the distribution for all the reserved seats in the sections on the main floor while the gallery seats will be distributed from the bulletin office","s5650",0
"1965 05 24",21,34,"communications communications from the san francisco labor council enclosing the minutes of the joint labor day committee meeting of july 31st received and the secretary directed to communicate with the labor council calling attention to the frequent reports in the daily press concerning the labor day celebration including only the name of the labor council without mention of the building trades council","s5655",0
"1965 07 26",12,11,"it is such measures as these which weaken sincere efforts in behalf of asiatic exclusion","s2650",1
"1965 07 26",52,1,"join now and g make your 1951 christmas a prosperous one g t federal deposit insurance corporation now insures your deposi s up to sic ooo the san francisco bank savings incorporated feb","s10678",0
"1965 10 11",11,6,"mccarthy requesting that information on chinese and japanese immigration etc be sent to various persons in the southern part of our state received and complied with","s2527",0
"1965 10 11",11,6,"from a number of educational institutions and individuals requesting information on japanese immigration and exclusion received noted and complied with","s2528",0
"1965 10 11",6,22,"he disagreed with professor eliot of harvard university i who declared the non union man a good type of the american hero and said that the man who refused to 1 join a union was a fellow who wanti ed to eat his cake and have it too","s1550",0
"1965 10 11",24,29,"it matters not how just the cause may be it can not succeed in a full measure unless the members are solidly united in hand mind and heart","s5366",0
"1965 10 11",4,8,"the painters are all getting ready for the fourth annual ball and entertainment to oe given at native sons hail april 24","s896",0
"1965 10 11",68,2,"platformate is merely a technical term referring to an ingredient gas used by most oil companies for at least the past 15 years","s11273",0
"1965 11 08",9,24,"believers in industrial peace and fair treatment of labor should ask their shoe dealer for shoes bearing this stamp","s2250",0
"1966 04 25",68,2,"thus today s regular grade is close to the minimum or high test of a few years ago","s11283",0
"1966 11 14",68,2,"985 folsom su 1 5369 san francisco 94107 compliments of indo china restaurant best in indian chinese american food 881 clay st","s11295",0
"1966 11 14",32,34,"the text of the council s statement follows the executive council of the american federation of labor spent the entire session of today s meeting in considering the unemployment situation","s8075",0
"1967 07 10",32,34,"the reports received from labor organizations were augmented by statements submitted by the individual members of the executive council regarding the distressing condition which prevails among the members of the different organizations and labor generally in various parts of the country with which they come in contact daily","s8076",0
"1967 09 11",9,24,"prod iced under sanitary conditions insist on your dairyman and grocer to furnleh you milk cream butter and cheese bearing this label which is placed en covers bottles and packages","s2259",0
"1967 09 11",27,33,"coolidge wants rail labor act applied to coalpresident coolidge believes that the principles embodied in the railway labor act might bring peace in the coal industry","s7216",0
"1968 04 08",40,44,"building tradesthe building and construction trades council of san francisco met in regular session pursuant to adjournment in brotherhood hall building trades temple thursday evening october 26 1939","s9183",0
"1968 04 22",88,16,"the only real diversion from those issues was presented by john wallace who was not so much opposed to the uss missouri as he was of the fact the us navy had let a large housing construction contract non union","s12776",0
"1968 04 22",3,4,"ellis south line 194 9 west of webster all work for 3 story 4 flat frame","s604",0
"1968 04 22",3,4,"belcher west line 160 south of 13th carpentery 1 2 etc for 2 story frame","s614",0
"1968 07 08",18,12,"only 10 per cent of the people born in california finally find their homes in other states","s4636",0
"1968 07 08",45,47,"to american prisoners of war proud american boys accustomed to limitless freedom to think to act the monotony is almost unbearable","s9852",0
"1968 07 08",14,52,"this is what i found this morning three champagne corks eighteen cigar ends five cigarette ends thirty six burnt watches and one pink satin slipper","s3259",0
"1969 11 24",11,6,"3 rooms complete good serviceable furniture for bedroom kitchen and living room $68 00 4 rooms complete everything the best for the money kitchen dining room parlor and bedroom $loo oo 2200 2212 mission street","s2542",0
"1969 11 24",11,6,"the following hardware stores are good ones to patronize bennett brothers 62 third street 541 haight street brittain company market and mason streets 1206 10 polk st cor","s2560",0
"1970 04 13",47,7,"111 the alameda county federated trades council adopted a resolution protesting the appointment of state senator ralston as naval officer by president theodore roosevelt on account of mr","s9795",0
"1970 04 13",33,3,"this brings the total turned over to the state mines since june 1927 to $850 000","s8280",0
"1970 07 13",12,11,"tveitmoe then quoted figures showing the decrease in immigration and the large number of japanese who were returning to their own country and supplemented this by saying that japan needed all of her countrymen at home","s2670",1
"1970 07 27",48,3,"the letter asks that immediate retractions be made in the daily press that accused the pickets of the department store employees of being the perpetrators of this alleged acid spraying crime","s10090",0
"1971 05 10",52,1,"labor is ready to go more than half way with management and farmers to support defense programs he sai l","s10656",0
"1971 05 10",17,4,"secretary wilson rules persons employed in the transportation divisions of railroads crossing the boundary line between canada and the united states who come to the united states for the purpose of accepting positions growing out of seniority regulations connected with their employment on such roads shall not be considered as alien contract laborers","s4099",0
"1972 02 14",17,4,"the strike fund is exhausted and the miners families are jiterajas are mexican or spanish and able to live on flour and cheap mexican beans they cannot even get these simple articles of food","s4103",0
"1972 02 14",1,21,"the only alternative to a free market is state regulation of wages and conditions of labor","s280",0
"1972 11 27",11,17,"fuller company and whittier coburn company calling attention to the settlement reached bv the conference committee april bth which had been ratified by the glass workers union at special meeting april 10th and advising that all men in pursuance of the agreement had returned to work with the exception of the mirror workers received and referred to the secretary with instructions to notify all parties concerned that the law of the council and the agreement as ratified must be faithfully carried put and lived up to","s2371",0
"1973 08 06",12,51,"president jackson attacked the united states bank as illegal though the supreme court had decided it legal","s2960",0
"1973 08 06",36,25,"there is no question that the communists are back of the move to oust scharrenberg","s8350",0
"1974 05 06",1,21,"i believe and i hope in common with every intelligent workingman that the jurisdiction of the trade union should be one and indivisible within the limits of each trade and that the existing lines of demarkation which are drawn by localities races or religions åre pernicious to the cause of labor","s196",0
"1974 05 06",25,47,"home education the child s first school is the family froebelissued by the national kindergarten association 8 west 40th street new york city","s6388",0
"1974 05 06",25,47,"grayin this day of small convenient houses it sometimes seems impossible to devote one room to the children but why not build houses with a room for them a nice bright comfortable one oil the kitchen where mother can keep an eye on it not up three flights of stairs in the garret","s6390",0
"1974 05 06",30,47,"kline says that through such a system of full time work for convicts the prison can keep down the cost of upkeep and save the taxpayers money","s7762",0
"1974 05 06",1,21,"labor and equal rights several recent occurrences have revived the old and exploded charge that labor organizations are incompatible with the maintenance of equality of rights anti of liberty","s254",0
"1974 10 07",1,21,"these questions are asked directly or by implication by every opponent of unionism and the superficial consider them serious if not unanswerable","s256",0
"1976 10 18",21,30,"the invasion of cheap and servile labor which would overwhelm us if the exclusion bars were let down would be fraught with an hundredfold more evil to our people than followed the introduction of negro slavery into this country","s4982",1
"1976 10 18",21,34,"from butchers union no 120 of oakland calling attention to their trouble with their employers in oakland since july 17 1920 received noted and filed","s5662",0
"1977 02 07",18,8,"in these circumstances a city lineman would be forced to contribute to a pension fund from which he could hardly hope to benefit","s4534",0
"1977 02 07",85,12,"they were on the road for a month and put 3454 miles on the speedometer","s12597",0
"1977 02 21",49,17,"the members of the cmta were asked to make the initial contribution for the period from april 1 to april 9 at the rate of 64 cents per man per day","s10057",0
"1977 03 07",23,12,"mario delatorre a member of the executive board has been chosen to serve in the private sector while bob mcdonnell will represent city employees","s12214",0
"1977 12 19",9,38,"minutes of executive board the executive board of the asiatic exclusion league met at its headquarters 815 metropolis building saturday september 12 1908 at 8 30 p nt vice president carr in the chair","s2320",1
"1979 02 19",1,14,"patriotic eloquent speeches and stirring music at the metropolitan temple next monday night will start the campaign which will effectually settle the mooted mongolian labor problem for all time to come","s03",1
"1980 03 17",32,40,"unless they get a balanced diet they are sooner or later going to show the results of improper feeding","s8188",0
"1982 08 16",30,47,"evans of oregon holding that the workers could not collect the overtime pay allowed by law for overtime on public works in oregon because they were parties to an illegal contract will have no effect whatever on the validity of the california eight hour law on public works or the eight hour law for women","s7801",0
"1983 03 28",43,27,"those on duty were constantly visited by the chaplains who braved the japanese shells to reach the batteries and gun pits the announcement said","s9397",0
"1983 03 28",3,4,"probably the cost of making was too great to allow the manufacturer much of a profit this is often their reason for discontinuing a line a $2 25 dining chair for $1 40","s629",0
"1983 03 28",11,6,"5 00 the bills were referred to a committee consisting of delegates bowlan williams and knight who upon investigation recommended payment and on motion the secretary was directed to draw the necessary warrants on the treasury","s2530",0
"1984 01 16",1,14,"the time has come when united labor of the pacific coast again is called on to settle the mongolian labor problem","s05",1
"1984 01 16",1,14,"no matter under what disguise they may seek admittance be it either as students transits merchants or native sons the doors must be closed to all of them","s07",1
"1984 08 13",30,49,"the increased productivity of the workers has increased 52 per cent during the ten year period ending in the year 1929 while the increase in earnings amounts to 18 per cent for the same period","s7126",0
"1985 07 08",1,14,"every man or woman who reads this or listens to the speakers on monday should not only refrain from purchasing the goods of this unfair japanese combine and all other mongolian em ploying concerns but they should also inform their friends and acquaintances that these greedy short sighted employers locked out their union cloakmakers because the cloakmakers union refused to admit japanese to membership","s18",1
"1985 07 08",1,14,"tveitmoe of the cementworkers union and are as follows whereas measures have been taken and a movement set on foot for the purpose of breaking down the present barriers against chinese immigration and thus robbing white labor of its protection as embodied in the provisions of the exclusion act and whereas we are satisfied after careful rt thorough investigation of the matter that there are already too many loopholes in the present law known as the exclusion act and whereas judging by what experience and the past decade has taught us that the present open door policy towards japanese immigration is injurious to labor and detrimental to the best interest of the country therefore be it resolved that the building trades council of the city and county of san francisco does hereby most emphatically protest against any modification of the chinese exclusion act whatever","s22",1
"1985 09 23",26,24,"if such a thing happens it will spoil the marble and produce blemishes that will cause the marble to be rejected","s6752",0
